Country or Area,Year,Area,Month,Record Type,Reliability,Source Year,Value,Value Footnotes
Austria,2009,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2010,6073,5
Austria,2009,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2010,5953,5
Austria,2009,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2010,5799,5
Austria,2009,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2010,6353,5
Austria,2009,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2010,6160,5
Austria,2009,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2010,6741,5
Austria,2008,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,75083,
Austria,2008,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2009,7292,
Austria,2008,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2009,6384,
Austria,2008,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2009,6590,
Austria,2008,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2009,6265,
Austria,2008,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2009,6150,
Austria,2008,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2009,5706,
Austria,2008,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2009,5896,
Austria,2008,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2009,5794,
Austria,2008,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2009,5864,
Austria,2008,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2009,6385,
Austria,2008,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2009,6055,
Austria,2008,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2009,6702,
Austria,2007,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2008,74625,
Austria,2007,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2008,6645,
Austria,2007,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2008,6373,
Austria,2007,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2008,6748,
Austria,2007,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2008,6077,
Austria,2007,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2008,6106,
Austria,2007,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2008,5711,
Austria,2007,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2008,6270,
Austria,2007,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2008,5870,
Austria,2007,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2008,5644,
Austria,2007,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2008,6221,
Austria,2007,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2008,6306,
Austria,2007,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2008,6654,
Austria,2006,Total,January,Data tabulated by year of occurrence,Provisional figure,2006,6058,
Austria,2006,Total,February,Data tabulated by year of occurrence,Provisional figure,2006,6020,
Austria,2006,Total,March,Data tabulated by year of occurrence,Provisional figure,2006,6555,
Austria,2006,Total,April,Data tabulated by year of occurrence,Provisional figure,2006,6072,
Austria,2006,Total,May,Data tabulated by year of occurrence,Provisional figure,2006,6309,
Austria,2006,Total,June,Data tabulated by year of occurrence,Provisional figure,2006,6118,
Austria,2006,Total,July,Data tabulated by year of occurrence,Provisional figure,2006,5979,
Austria,2006,Total,August,Data tabulated by year of occurrence,Provisional figure,2006,6070,
Austria,2006,Total,September,Data tabulated by year of occurrence,Provisional figure,2006,5524,
Austria,2006,Total,October,Data tabulated by year of occurrence,Provisional figure,2006,6231,
Austria,2006,Total,November,Data tabulated by year of occurrence,Provisional figure,2006,6186,
Austria,2006,Total,December,Data tabulated by year of occurrence,Provisional figure,2006,6465,
Austria,2005,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2006,75189,
Austria,2005,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2006,7011,
Austria,2005,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2006,7147,
Austria,2005,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2006,7214,
Austria,2005,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2006,6044,
Austria,2005,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2006,6190,
Austria,2005,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2006,5599,
Austria,2005,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2006,5804,
Austria,2005,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2006,5725,
Austria,2005,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2006,5523,
Austria,2005,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2006,6232,
Austria,2005,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2006,6123,
Austria,2005,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2006,6577,
Austria,2004,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,74292,
Austria,2004,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2005,7471,
Austria,2004,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2005,6531,
Austria,2004,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2005,6521,
Austria,2004,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2005,5992,
Austria,2004,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2005,5899,
Austria,2004,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2005,5705,
Austria,2004,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2005,5913,
Austria,2004,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2005,5718,
Austria,2004,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2005,5523,
Austria,2004,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2005,6169,
Austria,2004,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2005,6150,
Austria,2004,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2005,6700,
Austria,2003,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,77209,
Austria,2003,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2005,7162,
Austria,2003,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2005,6932,
Austria,2003,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2005,7680,
Austria,2003,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2005,6206,
Austria,2003,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2005,6214,
Austria,2003,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2005,5935,
Austria,2003,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2005,6184,
Austria,2003,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2005,6178,
Austria,2003,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2005,5785,
Austria,2003,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2005,6297,
Austria,2003,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2005,6118,
Austria,2003,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2005,6518,
Austria,2002,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,76131,
Austria,2002,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2005,7017,
Austria,2002,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2005,6193,
Austria,2002,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2005,6672,
Austria,2002,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2005,6290,
Austria,2002,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2005,6234,
Austria,2002,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2005,6297,
Austria,2002,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2005,6031,
Austria,2002,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2005,5930,
Austria,2002,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2005,5774,
Austria,2002,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2005,6322,
Austria,2002,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2005,6320,
Austria,2002,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2005,7051,
Austria,2001,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2004,74767,
Austria,2001,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2004,6866,
Austria,2001,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2004,5955,
Austria,2001,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2004,6456,
Austria,2001,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2004,6317,
Austria,2001,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2004,6155,
Austria,2001,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2004,5772,
Austria,2001,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2004,5950,
Austria,2001,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2004,6149,
Austria,2001,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2004,5634,
Austria,2001,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2004,6240,
Austria,2001,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2004,6290,
Austria,2001,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2004,6983,
Austria,2000,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2003,76780,
Austria,2000,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2003,8560,
Austria,2000,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2003,7156,
Austria,2000,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2003,6689,
Austria,2000,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2003,6208,
Austria,2000,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2003,5768,
Austria,2000,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2003,5827,
Austria,2000,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2003,5898,
Austria,2000,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2003,6163,
Austria,2000,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2003,5625,
Austria,2000,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2003,6220,
Austria,2000,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2003,6251,
Austria,2000,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2003,6415,
